Movie_Title,Released_Year,Rating,Runtime,Genre,IMDB_Rating,Meta_score,Director,Star1,No_of_Votes,Gross,Num_Genres
The Royal Tenenbaums,2001,R,110,Comedy,7.6,76.0,Wes Anderson,Gene Hackman,266842,52364010,2
Y tu mamá también,2001,R,106,Drama,7.6,88.0,Alfonso Cuarón,Maribel Verdú,115827,13622333,1
Harry Potter and the Sorcerer's Stone,2001,G,152,Adventure,7.6,64.0,Chris Columbus,Daniel Radcliffe,658185,317575550,3
The Others,2001,PG-13,101,Horror,7.6,74.0,Alejandro Amenábar,Nicole Kidman,337651,96522687,3
Blow,2001,R,124,Biography,7.6,52.0,Ted Demme,Johnny Depp,240714,52990775,3
Enemy at the Gates,2001,R,131,Drama,7.6,53.0,Jean-Jacques Annaud,Jude Law,243729,51401758,3
Minority Report,2002,R,145,Action,7.6,80.0,Steven Spielberg,Tom Cruise,508417,132072926,3
The Hurricane,1999,R,146,Biography,7.6,74.0,Norman Jewison,Denzel Washington,91557,50668906,3
American Psycho,2000,R,101,Comedy,7.6,64.0,Mary Harron,Christian Bale,490062,15070285,3
Lola rennt,1998,PG-13,81,Crime,7.6,77.0,Tom Tykwer,Franka Potente,188317,7267585,3
The Thin Red Line,1998,R,170,Drama,7.6,78.0,Terrence Malick,Jim Caviezel,172710,36400491,2
Mulan,1998,G,88,Animation,7.6,71.0,Tony Bancroft,Barry Cook,256906,120620254,3
Fear and Loathing in Las Vegas,1998,R,118,Adventure,7.6,41.0,Terry Gilliam,Johnny Depp,259753,10680275,3
Dark City,1998,R,100,Mystery,7.6,66.0,Alex Proyas,Rufus Sewell,187927,14378331,3
Sleepers,1996,PG-13,147,Crime,7.6,49.0,Barry Levinson,Robert De Niro,186734,49100000,3
Lost Highway,1997,R,134,Mystery,7.6,52.0,David Lynch,Bill Pullman,131101,3796699,2
Sense and Sensibility,1995,G,136,Drama,7.6,84.0,Ang Lee,Emma Thompson,102598,43182776,2
Die Hard: With a Vengeance,1995,R,128,Action,7.6,58.0,John McTiernan,Bruce Willis,364420,100012499,3
Dead Man,1995,R,121,Adventure,7.6,62.0,Jim Jarmusch,Johnny Depp,90442,1037847,3
The Bridges of Madison County,1995,R,135,Drama,7.6,69.0,Clint Eastwood,Clint Eastwood,73172,71516617,2
Apollo 13,PG,G,140,Adventure,7.6,77.0,Ron Howard,Tom Hanks,269197,173837933,3
Trois couleurs: Blanc,1994,G,92,Comedy,7.6,88.0,Krzysztof Kieslowski,Zbigniew Zamachowski,64390,1464625,3
Falling Down,1993,R,113,Action,7.6,56.0,Joel Schumacher,Michael Douglas,171640,40903593,3
Dazed and Confused,1993,G,102,Comedy,7.6,78.0,Richard Linklater,Jason London,165465,7993039,1
My Cousin Vinny,1992,PG-13,120,Comedy,7.6,68.0,Jonathan Lynn,Joe Pesci,107325,52929168,2
Omohide poro poro,1991,G,118,Animation,7.6,90.0,Isao Takahata,Miki Imai,27071,453243,3
Delicatessen,1991,R,99,Comedy,7.6,66.0,Marc Caro,Jean-Pierre Jeunet,80487,1794187,2
Home Alone,1990,G,103,Comedy,7.6,63.0,Chris Columbus,Macaulay Culkin,488817,285761243,2
The Godfather: Part III,1990,R,162,Crime,7.6,60.0,Francis Ford Coppola,Al Pacino,359809,66666062,2
When Harry Met Sally...,1989,PG-13,95,Comedy,7.6,76.0,Rob Reiner,Billy Crystal,195663,92823600,3
The Little Mermaid,1989,G,83,Animation,7.6,88.0,Ron Clements,John Musker,237696,111543479,3
The Naked Gun: From the Files of Police Squad!,1988,G,85,Comedy,7.6,76.0,David Zucker,Leslie Nielsen,152871,78756177,2
"Planes, Trains & Automobiles",1987,G,93,Comedy,7.6,72.0,John Hughes,Steve Martin,124773,49530280,2
Lethal Weapon,1987,R,109,Action,7.6,68.0,Richard Donner,Mel Gibson,236894,65207127,3
Blood Simple,1984,R,99,Crime,7.6,82.0,Joel Coen,Ethan Coen,87745,2150000,3
On Golden Pond,1981,PG-13,109,Drama,7.6,68.0,Mark Rydell,Katharine Hepburn,27650,119285432,1
Mad Max 2,1981,R,96,Action,7.6,77.0,George Miller,Mel Gibson,166588,12465371,3
The Warriors,1979,PG-13,92,Action,7.6,65.0,Walter Hill,Michael Beck,93878,22490039,3
The Muppet Movie,1979,G,95,Adventure,7.6,74.0,James Frawley,Jim Henson,32802,76657000,3
Escape from Alcatraz,1979,R,112,Action,7.6,76.0,Don Siegel,Clint Eastwood,121731,43000000,3
Midnight Express,1978,R,121,Biography,7.6,59.0,Alan Parker,Brad Davis,73662,35000000,3
Close Encounters of the Third Kind,1977,G,138,Drama,7.6,90.0,Steven Spielberg,Richard Dreyfuss,184966,132088635,2
The Long Goodbye,1973,R,112,Comedy,7.6,87.0,Robert Altman,Elliott Gould,26337,959000,3
Giù la testa,1971,PG,157,Drama,7.6,77.0,Sergio Leone,Rod Steiger,30144,696690,3
Kelly's Heroes,1970,PG,144,Adventure,7.6,50.0,Brian G. Hutton,Clint Eastwood,45338,1378435,3
The Jungle Book,1967,G,78,Animation,7.6,65.0,Wolfgang Reitherman,Phil Harris,166409,141843612,3
A Hard Day's Night,1964,G,87,Comedy,7.6,96.0,Richard Lester,John Lennon,40351,13780024,3
From Here to Eternity,1953,PG,118,Drama,7.6,85.0,Fred Zinnemann,Burt Lancaster,43374,30500000,3
