Movie_Title,Released_Year,Rating,Runtime,Genre,IMDB_Rating,Meta_score,Director,Star1,No_of_Votes,Gross,Num_Genres
The Shawshank Redemption,1994,R,142,Drama,9.3,80.0,Frank Darabont,Tim Robbins,2343110,28341469,1
The Godfather,1972,R,175,Crime,9.2,100.0,Francis Ford Coppola,Marlon Brando,1620367,134966411,2
The Dark Knight,2008,PG-13,152,Action,9.0,84.0,Christopher Nolan,Christian Bale,2303232,534858444,3
The Godfather: Part II,1974,R,202,Crime,9.0,90.0,Francis Ford Coppola,Al Pacino,1129952,57300000,2
12 Angry Men,1957,G,96,Crime,9.0,96.0,Sidney Lumet,Henry Fonda,689845,4360000,2
The Lord of the Rings: The Return of the King,2003,G,201,Action,8.9,94.0,Peter Jackson,Elijah Wood,1642758,377845905,3
Pulp Fiction,1994,R,154,Crime,8.9,94.0,Quentin Tarantino,John Travolta,1826188,107928762,2
Schindler's List,1993,R,195,Biography,8.9,94.0,Steven Spielberg,Liam Neeson,1213505,96898818,3
Inception,2010,PG-13,148,Action,8.8,74.0,Christopher Nolan,Leonardo DiCaprio,2067042,292576195,3
Fight Club,1999,R,139,Drama,8.8,66.0,David Fincher,Brad Pitt,1854740,37030102,1
The Lord of the Rings: The Fellowship of the Ring,2001,G,178,Action,8.8,92.0,Peter Jackson,Elijah Wood,1661481,315544750,3
Forrest Gump,1994,PG-13,142,Drama,8.8,82.0,Robert Zemeckis,Tom Hanks,1809221,330252182,2
"Il buono, il brutto, il cattivo",1966,R,161,Western,8.8,90.0,Sergio Leone,Clint Eastwood,688390,6100000,1
The Lord of the Rings: The Two Towers,2002,PG-13,179,Action,8.7,87.0,Peter Jackson,Elijah Wood,1485555,342551365,3
The Matrix,1999,R,136,Action,8.7,73.0,Lana Wachowski,Lilly Wachowski,1676426,171479930,2
Goodfellas,1990,R,146,Biography,8.7,90.0,Martin Scorsese,Robert De Niro,1020727,46836394,3
Star Wars: Episode V - The Empire Strikes Back,1980,PG-13,124,Action,8.7,82.0,Irvin Kershner,Mark Hamill,1159315,290475067,3
One Flew Over the Cuckoo's Nest,1975,R,133,Drama,8.7,83.0,Milos Forman,Jack Nicholson,918088,112000000,1
Gisaengchung,2019,R,132,Comedy,8.6,96.0,Bong Joon Ho,Kang-ho Song,552778,53367844,3
Interstellar,2014,PG-13,169,Adventure,8.6,74.0,Christopher Nolan,Matthew McConaughey,1512360,188020017,3
Cidade de Deus,2002,R,130,Crime,8.6,79.0,Fernando Meirelles,Kátia Lund,699256,7563397,2
Sen to Chihiro no kamikakushi,2001,G,125,Animation,8.6,96.0,Hayao Miyazaki,Daveigh Chase,651376,10055859,3
Saving Private Ryan,1998,R,169,Drama,8.6,91.0,Steven Spielberg,Tom Hanks,1235804,216540909,2
The Green Mile,1999,R,189,Crime,8.6,61.0,Frank Darabont,Tom Hanks,1147794,136801374,3
La vita è bella,1997,G,116,Comedy,8.6,59.0,Roberto Benigni,Roberto Benigni,623629,57598247,3
Se7en,1995,R,127,Crime,8.6,65.0,David Fincher,Morgan Freeman,1445096,100125643,3
The Silence of the Lambs,1991,R,118,Crime,8.6,85.0,Jonathan Demme,Jodie Foster,1270197,130742922,3
Star Wars,1977,PG-13,121,Action,8.6,90.0,George Lucas,Mark Hamill,1231473,322740140,3
Shichinin no samurai,1954,G,207,Action,8.6,98.0,Akira Kurosawa,Toshirô Mifune,315744,269061,3
Joker,2019,R,122,Crime,8.5,59.0,Todd Phillips,Joaquin Phoenix,939252,335451311,3
Whiplash,2014,R,106,Drama,8.5,88.0,Damien Chazelle,Miles Teller,717585,13092000,2
The Intouchables,2011,PG-13,112,Biography,8.5,57.0,Olivier Nakache,Éric Toledano,760360,13182281,3
The Prestige,2006,G,130,Drama,8.5,66.0,Christopher Nolan,Christian Bale,1190259,53089891,3
The Departed,2006,R,151,Crime,8.5,85.0,Martin Scorsese,Leonardo DiCaprio,1189773,132384315,3
The Pianist,2002,R,150,Biography,8.5,85.0,Roman Polanski,Adrien Brody,729603,32572577,3
Gladiator,2000,PG-13,155,Action,8.5,67.0,Ridley Scott,Russell Crowe,1341460,187705427,3
American History X,1998,R,119,Drama,8.5,62.0,Tony Kaye,Edward Norton,1034705,6719864,1
The Usual Suspects,1995,R,106,Crime,8.5,77.0,Bryan Singer,Kevin Spacey,991208,23341568,3
Léon,1994,R,110,Action,8.5,64.0,Luc Besson,Jean Reno,1035236,19501238,3
The Lion King,1994,G,88,Animation,8.5,88.0,Roger Allers,Rob Minkoff,942045,422783777,3
Terminator 2: Judgment Day,1991,G,137,Action,8.5,75.0,James Cameron,Arnold Schwarzenegger,995506,204843350,2
Nuovo Cinema Paradiso,1988,G,155,Drama,8.5,80.0,Giuseppe Tornatore,Philippe Noiret,230763,11990401,2
Back to the Future,1985,G,116,Adventure,8.5,87.0,Robert Zemeckis,Michael J. Fox,1058081,210609762,3
Once Upon a Time in the West,1968,G,165,Western,8.5,80.0,Sergio Leone,Henry Fonda,302844,5321508,1
Psycho,1960,R,109,Horror,8.5,97.0,Alfred Hitchcock,Anthony Perkins,604211,32000000,3
Casablanca,1942,G,102,Drama,8.5,100.0,Michael Curtiz,Humphrey Bogart,522093,1024560,3
Modern Times,1936,G,87,Comedy,8.5,96.0,Charles Chaplin,Charles Chaplin,217881,163245,3
City Lights,1931,G,87,Comedy,8.5,99.0,Charles Chaplin,Charles Chaplin,167839,19181,3
Capharnaüm,2018,R,126,Drama,8.4,75.0,Nadine Labaki,Zain Al Rafeea,62635,1661096,1
Kimi no na wa.,2016,G,106,Animation,8.4,79.0,Makoto Shinkai,Ryûnosuke Kamiki,194838,5017246,3
Spider-Man: Into the Spider-Verse,2018,G,117,Animation,8.4,87.0,Bob Persichetti,Peter Ramsey,375110,190241310,3
Avengers: Endgame,2019,PG-13,181,Action,8.4,78.0,Anthony Russo,Joe Russo,809955,858373000,3
Avengers: Infinity War,2018,PG-13,149,Action,8.4,68.0,Anthony Russo,Joe Russo,834477,678815482,3
Coco,2017,G,105,Animation,8.4,81.0,Lee Unkrich,Adrian Molina,384171,209726015,3
Django Unchained,2012,R,165,Drama,8.4,81.0,Quentin Tarantino,Jamie Foxx,1357682,162805434,2
The Dark Knight Rises,2012,PG-13,164,Action,8.4,78.0,Christopher Nolan,Christian Bale,1516346,448139099,2
3 Idiots,2009,PG-13,170,Comedy,8.4,67.0,Rajkumar Hirani,Aamir Khan,344445,6532908,2
WALL·E,2008,G,98,Animation,8.4,95.0,Andrew Stanton,Ben Burtt,999790,223808164,3
The Lives of Others,2006,R,137,Drama,8.4,89.0,Florian Henckel von Donnersmarck,Ulrich Mühe,358685,11286112,3
Oldeuboi,2003,R,101,Action,8.4,77.0,Chan-wook Park,Choi Min-sik,515451,707481,3
Memento,2000,PG-13,113,Mystery,8.4,80.0,Christopher Nolan,Guy Pearce,1125712,25544867,2
Mononoke-hime,1997,G,134,Animation,8.4,76.0,Hayao Miyazaki,Yôji Matsuda,343171,2375308,3
Raiders of the Lost Ark,1981,R,115,Action,8.4,85.0,Steven Spielberg,Harrison Ford,884112,248159971,2
The Shining,1980,R,146,Drama,8.4,66.0,Stanley Kubrick,Jack Nicholson,898237,44017374,2
Apocalypse Now,1979,R,147,Drama,8.4,94.0,Francis Ford Coppola,Martin Sheen,606398,83471511,3
Alien,1979,R,117,Horror,8.4,89.0,Ridley Scott,Sigourney Weaver,787806,78900000,2
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,R,95,Comedy,8.4,97.0,Stanley Kubrick,Peter Sellers,450474,275902,1
Rear Window,1954,G,112,Mystery,8.4,100.0,Alfred Hitchcock,James Stewart,444074,36764313,2
1917,2019,R,119,Drama,8.3,78.0,Sam Mendes,Dean-Charles Chapman,425844,159227644,3
Jagten,2012,R,115,Drama,8.3,77.0,Thomas Vinterberg,Mads Mikkelsen,281623,687185,1
Jodaeiye Nader az Simin,2011,PG-13,123,Drama,8.3,95.0,Asghar Farhadi,Payman Maadi,220002,7098492,1
Incendies,2010,R,131,Drama,8.3,80.0,Denis Villeneuve,Lubna Azabal,150023,6857096,3
Inglourious Basterds,2009,R,153,Adventure,8.3,69.0,Quentin Tarantino,Brad Pitt,1267869,120540719,3
Eternal Sunshine of the Spotless Mind,2004,PG-13,108,Drama,8.3,89.0,Michel Gondry,Jim Carrey,911664,34400301,3
Amélie,2001,G,122,Comedy,8.3,69.0,Jean-Pierre Jeunet,Audrey Tautou,703810,33225499,2
Snatch,2000,PG-13,104,Comedy,8.3,55.0,Guy Ritchie,Jason Statham,782001,30328156,2
Requiem for a Dream,2000,R,102,Drama,8.3,68.0,Darren Aronofsky,Ellen Burstyn,766870,3635482,1
American Beauty,1999,PG-13,122,Drama,8.3,84.0,Sam Mendes,Kevin Spacey,1069738,130096601,1
Good Will Hunting,1997,G,126,Drama,8.3,70.0,Gus Van Sant,Robin Williams,861606,138433435,2
Bacheha-Ye aseman,1997,PG,89,Drama,8.3,77.0,Majid Majidi,Mohammad Amir Naji,65341,933933,3
Toy Story,1995,G,81,Animation,8.3,95.0,John Lasseter,Tom Hanks,887429,191796233,3
Braveheart,1995,R,178,Biography,8.3,68.0,Mel Gibson,Mel Gibson,959181,75600000,3
Reservoir Dogs,1992,R,99,Crime,8.3,79.0,Quentin Tarantino,Harvey Keitel,918562,2832029,3
Full Metal Jacket,1987,PG-13,116,Drama,8.3,76.0,Stanley Kubrick,Matthew Modine,675146,46357676,2
Aliens,1986,G,137,Action,8.3,84.0,James Cameron,Sigourney Weaver,652719,85160248,3
Amadeus,1984,R,160,Biography,8.3,88.0,Milos Forman,F. Murray Abraham,369007,51973029,3
Scarface,1983,R,170,Crime,8.3,65.0,Brian De Palma,Al Pacino,740911,45598982,2
Star Wars: Episode VI - Return of the Jedi,1983,G,131,Action,8.3,58.0,Richard Marquand,Mark Hamill,950470,309125409,3
Das Boot,1981,R,149,Adventure,8.3,86.0,Wolfgang Petersen,Jürgen Prochnow,231855,11487676,3
Taxi Driver,1976,R,114,Crime,8.3,94.0,Martin Scorsese,Robert De Niro,724636,28262574,2
The Sting,1973,G,129,Comedy,8.3,83.0,George Roy Hill,Paul Newman,241513,159600000,3
A Clockwork Orange,1971,R,136,Crime,8.3,77.0,Stanley Kubrick,Malcolm McDowell,757904,6207725,3
2001: A Space Odyssey,1968,G,149,Adventure,8.3,84.0,Stanley Kubrick,Keir Dullea,603517,56954992,2
Per qualche dollaro in più,1965,G,132,Western,8.3,74.0,Sergio Leone,Clint Eastwood,232772,15000000,1
Lawrence of Arabia,1962,G,228,Adventure,8.3,100.0,David Lean,Peter O'Toole,268085,44824144,3
The Apartment,1960,G,125,Comedy,8.3,94.0,Billy Wilder,Jack Lemmon,164363,18600000,3
North by Northwest,1959,G,136,Adventure,8.3,98.0,Alfred Hitchcock,Cary Grant,299198,13275000,3
Vertigo,1958,R,128,Mystery,8.3,100.0,Alfred Hitchcock,James Stewart,364368,3200000,3
Singin' in the Rain,1952,G,103,Comedy,8.3,99.0,Stanley Donen,Gene Kelly,218957,8819028,3
Double Indemnity,1944,PG,107,Crime,8.3,95.0,Billy Wilder,Fred MacMurray,143525,5720000,3
Citizen Kane,1941,PG-13,119,Drama,8.3,100.0,Orson Welles,Orson Welles,403351,1585634,2
Green Book,2018,PG-13,130,Biography,8.2,69.0,Peter Farrelly,Viggo Mortensen,377884,85080171,3
"Three Billboards Outside Ebbing, Missouri",2017,R,115,Comedy,8.2,88.0,Martin McDonagh,Frances McDormand,432610,54513740,3
El secreto de sus ojos,2009,R,129,Drama,8.2,80.0,Juan José Campanella,Ricardo Darín,193217,6391436,3
Warrior,2011,PG-13,140,Action,8.2,71.0,Gavin O'Connor,Tom Hardy,435950,13657115,3
Shutter Island,2010,R,138,Mystery,8.2,63.0,Martin Scorsese,Leonardo DiCaprio,1129894,128012934,2
Up,2009,G,96,Animation,8.2,88.0,Pete Docter,Bob Peterson,935507,293004164,3
The Wolf of Wall Street,2013,R,180,Biography,8.2,75.0,Martin Scorsese,Leonardo DiCaprio,1187498,116900694,3
Chak De! India,2007,G,153,Drama,8.2,68.0,Shimit Amin,Shah Rukh Khan,74129,1113541,3
There Will Be Blood,2007,R,158,Drama,8.2,93.0,Paul Thomas Anderson,Daniel Day-Lewis,517359,40222514,1
Pan's Labyrinth,2006,PG-13,118,Drama,8.2,98.0,Guillermo del Toro,Ivana Baquero,618623,37634615,3
Toy Story 3,2010,G,103,Animation,8.2,92.0,Lee Unkrich,Tom Hanks,757032,415004880,3
V for Vendetta,2005,R,132,Action,8.2,62.0,James McTeigue,Hugo Weaving,1032749,70511035,3
Batman Begins,2005,PG-13,140,Action,8.2,70.0,Christopher Nolan,Christian Bale,1308302,206852432,2
Der Untergang,2004,R,156,Biography,8.2,82.0,Oliver Hirschbiegel,Bruno Ganz,331308,5509040,3
Hauru no ugoku shiro,2004,G,119,Animation,8.2,80.0,Hayao Miyazaki,Chieko Baishô,333915,4711096,3
A Beautiful Mind,2001,PG-13,135,Biography,8.2,72.0,Ron Howard,Russell Crowe,848920,170742341,2
"Lock, Stock and Two Smoking Barrels",1998,R,107,Action,8.2,66.0,Guy Ritchie,Jason Flemyng,535216,3897569,3
L.A. Confidential,1997,R,138,Crime,8.2,90.0,Curtis Hanson,Kevin Spacey,531967,64616940,3
Heat,1995,R,170,Crime,8.2,76.0,Michael Mann,Al Pacino,577113,67436818,3
Casino,1995,R,178,Crime,8.2,73.0,Martin Scorsese,Robert De Niro,466276,42438300,2
Unforgiven,1992,R,130,Drama,8.2,85.0,Clint Eastwood,Clint Eastwood,375935,101157447,2
Indiana Jones and the Last Crusade,1989,G,127,Action,8.2,65.0,Steven Spielberg,Harrison Ford,692366,197171806,2
Tonari no Totoro,1988,G,86,Animation,8.2,86.0,Hayao Miyazaki,Hitoshi Takagi,291180,1105564,3
Die Hard,1988,R,132,Action,8.2,72.0,John McTiernan,Bruce Willis,793164,83008852,2
Ran,1985,G,162,Action,8.2,96.0,Akira Kurosawa,Tatsuya Nakadai,112505,4135750,3
Raging Bull,1980,R,129,Biography,8.2,89.0,Martin Scorsese,Robert De Niro,321860,23383987,3
Monty Python and the Holy Grail,1975,PG,91,Adventure,8.2,91.0,Terry Gilliam,Terry Jones,500875,1229197,3
The Great Escape,1963,G,172,Adventure,8.2,86.0,John Sturges,Steve McQueen,224730,12100000,3
Some Like It Hot,1959,G,121,Comedy,8.2,98.0,Billy Wilder,Marilyn Monroe,243943,25000000,3
Dial M for Murder,1954,R,105,Crime,8.2,75.0,Alfred Hitchcock,Ray Milland,158335,12562,2
All About Eve,1950,PG,138,Drama,8.2,98.0,Joseph L. Mankiewicz,Bette Davis,120539,10177,1
The Treasure of the Sierra Madre,1948,PG,126,Adventure,8.2,98.0,John Huston,Humphrey Bogart,114304,5014000,3
Portrait de la jeune fille en feu,2019,R,122,Drama,8.1,95.0,Céline Sciamma,Noémie Merlant,63134,3759854,2
Ah-ga-ssi,2016,R,145,Drama,8.1,84.0,Chan-wook Park,Kim Min-hee,113649,2006788,3
Mommy,2014,R,139,Drama,8.1,74.0,Xavier Dolan,Anne Dorval,50700,3492754,1
Logan,2017,R,137,Action,8.1,77.0,James Mangold,Hugh Jackman,647884,226277068,3
Room,2015,R,118,Drama,8.1,86.0,Lenny Abrahamson,Brie Larson,371538,14677674,2
Relatos salvajes,2014,R,122,Comedy,8.1,77.0,Damián Szifron,Darío Grandinetti,177059,3107072,3
The Grand Budapest Hotel,2014,PG-13,99,Adventure,8.1,88.0,Wes Anderson,Ralph Fiennes,707630,59100318,3
Gone Girl,2014,R,149,Drama,8.1,79.0,David Fincher,Ben Affleck,859695,167767189,3
Hacksaw Ridge,2016,R,139,Biography,8.1,71.0,Mel Gibson,Andrew Garfield,435928,67209615,3
Inside Out,2015,G,95,Animation,8.1,94.0,Pete Docter,Ronnie Del Carmen,616228,356461711,3
12 Years a Slave,2013,R,134,Biography,8.1,96.0,Steve McQueen,Chiwetel Ejiofor,640533,56671993,3
Rush,2013,PG-13,123,Action,8.1,74.0,Ron Howard,Daniel Brühl,432811,26947624,3
Ford v Ferrari,2019,PG-13,152,Action,8.1,81.0,James Mangold,Matt Damon,291289,117624028,3
Spotlight,2015,R,129,Biography,8.1,93.0,Tom McCarthy,Mark Ruffalo,420316,45055776,3
Song of the Sea,2014,PG,93,Animation,8.1,85.0,Tomm Moore,David Rawle,51679,857524,3
Prisoners,2013,R,153,Crime,8.1,70.0,Denis Villeneuve,Hugh Jackman,601149,61002302,3
Mad Max: Fury Road,2015,PG-13,120,Action,8.1,90.0,George Miller,Tom Hardy,882316,154058340,3
Gran Torino,2008,R,116,Drama,8.1,72.0,Clint Eastwood,Clint Eastwood,720450,148095302,1
Harry Potter and the Deathly Hallows: Part 2,2011,PG-13,130,Adventure,8.1,85.0,David Yates,Daniel Radcliffe,764493,381011219,3
Okuribito,2008,PG-13,130,Drama,8.1,68.0,Yôjirô Takita,Masahiro Motoki,48582,1498210,2
How to Train Your Dragon,2010,G,98,Animation,8.1,75.0,Dean DeBlois,Chris Sanders,666773,217581231,3
Into the Wild,2007,R,148,Adventure,8.1,73.0,Sean Penn,Emile Hirsch,572921,18354356,3
No Country for Old Men,2007,R,122,Crime,8.1,91.0,Ethan Coen,Joel Coen,856916,74283625,3
Million Dollar Baby,2004,PG-13,132,Drama,8.1,86.0,Clint Eastwood,Hilary Swank,635975,100492203,2
Hotel Rwanda,2004,PG-13,121,Biography,8.1,79.0,Terry George,Don Cheadle,334320,23530892,3
Taegukgi hwinalrimyeo,2004,R,140,Action,8.1,64.0,Je-kyu Kang,Jang Dong-Gun,37820,1111061,3
Before Sunset,2004,R,80,Drama,8.1,90.0,Richard Linklater,Ethan Hawke,236311,5820649,2
Salinui chueok,2003,PG-13,131,Crime,8.1,82.0,Bong Joon Ho,Kang-ho Song,139558,14131,3
Kill Bill: Vol. 1,2003,R,111,Action,8.1,69.0,Quentin Tarantino,Uma Thurman,1000639,70099045,3
Finding Nemo,2003,G,100,Animation,8.1,90.0,Andrew Stanton,Lee Unkrich,949565,380843261,3
Catch Me If You Can,2002,R,141,Biography,8.1,75.0,Steven Spielberg,Leonardo DiCaprio,832846,164615351,3
Amores perros,2000,R,154,Drama,8.1,83.0,Alejandro G. Iñárritu,Emilio Echevarría,223741,5383834,2
"Monsters, Inc.",2001,G,92,Animation,8.1,79.0,Pete Docter,David Silverman,815505,289916256,3
Lagaan: Once Upon a Time in India,2001,G,224,Adventure,8.1,84.0,Ashutosh Gowariker,Aamir Khan,105036,70147,3
The Sixth Sense,1999,R,107,Drama,8.1,64.0,M. Night Shyamalan,Bruce Willis,911573,293506292,3
La leggenda del pianista sull'oceano,1998,G,169,Drama,8.1,58.0,Giuseppe Tornatore,Tim Roth,59020,259127,3
The Truman Show,1998,G,103,Comedy,8.1,90.0,Peter Weir,Jim Carrey,939631,125618201,2
"Crna macka, beli macor",1998,R,127,Comedy,8.1,73.0,Emir Kusturica,Bajram Severdzan,50862,348660,3
The Big Lebowski,1998,R,117,Comedy,8.1,71.0,Joel Coen,Ethan Coen,732620,17498804,3
Fa yeung nin wah,2000,G,98,Drama,8.1,85.0,Kar-Wai Wong,Tony Chiu-Wai Leung,124383,2734044,2
Trainspotting,1996,R,93,Drama,8.1,83.0,Danny Boyle,Ewan McGregor,634716,16501785,1
Fargo,1996,R,98,Crime,8.1,85.0,Joel Coen,Ethan Coen,617444,24611975,3
Before Sunrise,1995,R,101,Drama,8.1,77.0,Richard Linklater,Ethan Hawke,272291,5535405,2
Trois couleurs: Rouge,1994,G,99,Drama,8.1,100.0,Krzysztof Kieslowski,Irène Jacob,90729,4043686,3
Chung Hing sam lam,1994,G,102,Comedy,8.1,77.0,Kar-Wai Wong,Brigitte Lin,63122,600200,3
Jurassic Park,1993,PG-13,127,Action,8.1,68.0,Steven Spielberg,Sam Neill,867615,402453882,3
In the Name of the Father,1993,PG-13,133,Biography,8.1,84.0,Jim Sheridan,Daniel Day-Lewis,156842,25010410,3
Dead Poets Society,1989,G,128,Comedy,8.1,79.0,Peter Weir,Robin Williams,425457,95860116,2
Stand by Me,1986,G,89,Adventure,8.1,75.0,Rob Reiner,Wil Wheaton,363401,52287414,2
Platoon,1986,R,120,Drama,8.1,92.0,Oliver Stone,Charlie Sheen,381222,138530565,2
"Paris, Texas",1984,G,145,Drama,8.1,78.0,Wim Wenders,Harry Dean Stanton,91188,2181987,1
Kaze no tani no Naushika,1984,G,117,Animation,8.1,86.0,Hayao Miyazaki,Sumi Shimamoto,150924,495770,3
The Thing,1982,R,109,Horror,8.1,57.0,John Carpenter,Kurt Russell,371271,13782838,3
Pink Floyd: The Wall,1982,PG-13,95,Drama,8.1,47.0,Alan Parker,Bob Geldof,76081,22244207,3
Fanny och Alexander,1982,R,188,Drama,8.1,100.0,Ingmar Bergman,Bertil Guve,57784,4971340,1
Blade Runner,1982,PG-13,117,Action,8.1,84.0,Ridley Scott,Harrison Ford,693827,32868943,3
Life of Brian,1979,R,94,Comedy,8.1,77.0,Terry Jones,Graham Chapman,367250,20045115,1
The Deer Hunter,1978,R,183,Drama,8.1,86.0,Michael Cimino,Robert De Niro,311361,48979328,2
Rocky,1976,G,120,Drama,8.1,70.0,John G. Avildsen,Sylvester Stallone,518546,117235247,2
Chinatown,1974,PG-13,130,Drama,8.1,92.0,Roman Polanski,Jack Nicholson,294230,29000000,3
Paper Moon,1973,G,102,Comedy,8.1,77.0,Peter Bogdanovich,Ryan O'Neal,42285,30933743,3
Cool Hand Luke,1967,R,127,Crime,8.1,92.0,Stuart Rosenberg,Paul Newman,161984,16217773,2
What Ever Happened to Baby Jane?,1962,PG,134,Drama,8.1,75.0,Robert Aldrich,Bette Davis,50058,4050000,3
Ben-Hur,1959,G,212,Adventure,8.1,90.0,William Wyler,Charlton Heston,219466,74700000,3
The Bridge on the River Kwai,1957,PG,161,Adventure,8.1,87.0,David Lean,William Holden,203463,44908000,3
On the Waterfront,1954,R,108,Crime,8.1,91.0,Elia Kazan,Marlon Brando,142107,9600000,3
Ace in the Hole,1951,PG,111,Drama,8.1,72.0,Billy Wilder,Kirk Douglas,31568,3969893,2
The Third Man,1949,PG,104,Film-Noir,8.1,97.0,Carol Reed,Orson Welles,158731,449191,3
Rebecca,1940,PG,130,Drama,8.1,86.0,Alfred Hitchcock,Laurence Olivier,123942,4360000,3
Mr. Smith Goes to Washington,1939,PG,129,Comedy,8.1,73.0,Frank Capra,James Stewart,107017,9600000,2
Gone with the Wind,1939,G,238,Drama,8.1,97.0,Victor Fleming,George Cukor,290074,198676459,3
It Happened One Night,1934,PG,105,Comedy,8.1,87.0,Frank Capra,Clark Gable,94016,4360000,2
La La Land,2016,R,128,Comedy,8.0,94.0,Damien Chazelle,Ryan Gosling,505918,151101803,3
Lion,2016,G,118,Biography,8.0,69.0,Garth Davis,Dev Patel,213970,51739495,2
The Martian,2015,PG-13,144,Adventure,8.0,80.0,Ridley Scott,Matt Damon,760094,228433663,3
Zootopia,2016,G,108,Animation,8.0,78.0,Byron Howard,Rich Moore,434143,341268248,3
Kaguyahime no monogatari,2013,G,137,Animation,8.0,89.0,Isao Takahata,Chloë Grace Moretz,38746,1506975,3
Wonder,2017,G,113,Drama,8.0,66.0,Stephen Chbosky,Jacob Tremblay,141923,132422809,2
Gully Boy,2019,PG-13,154,Drama,8.0,65.0,Zoya Akhtar,Vijay Varma,31886,5566534,3
Short Term 12,2013,R,96,Drama,8.0,82.0,Destin Daniel Cretton,Brie Larson,81770,1010414,1
Serbuan maut 2: Berandal,2014,R,150,Action,8.0,71.0,Gareth Evans,Iko Uwais,114316,2625803,3
The Imitation Game,2014,PG-13,114,Biography,8.0,73.0,Morten Tyldum,Benedict Cumberbatch,685201,91125683,3
Guardians of the Galaxy,2014,PG-13,121,Action,8.0,76.0,James Gunn,Chris Pratt,1043455,333176600,3
Blade Runner 2049,2017,PG-13,164,Action,8.0,81.0,Denis Villeneuve,Harrison Ford,461823,92054159,3
Her,2013,R,126,Drama,8.0,90.0,Spike Jonze,Joaquin Phoenix,540772,25568251,3
Bohemian Rhapsody,2018,PG-13,134,Biography,8.0,49.0,Bryan Singer,Rami Malek,450349,216428042,3
The Revenant,2015,R,156,Action,8.0,76.0,Alejandro G. Iñárritu,Leonardo DiCaprio,705589,183637894,3
The Perks of Being a Wallflower,2012,PG-13,103,Drama,8.0,67.0,Stephen Chbosky,Logan Lerman,462252,17738570,2
The King's Speech,2010,G,118,Biography,8.0,88.0,Tom Hooper,Colin Firth,639603,138797449,3
The Help,2011,PG-13,146,Drama,8.0,62.0,Tate Taylor,Emma Stone,428521,169708112,1
Deadpool,2016,R,108,Action,8.0,65.0,Tim Miller,Ryan Reynolds,902669,363070709,3
Darbareye Elly,2009,PG,119,Drama,8.0,87.0,Asghar Farhadi,Golshifteh Farahani,45803,106662,2
My Name Is Khan,2010,PG-13,165,Drama,8.0,50.0,Karan Johar,Shah Rukh Khan,98575,4018695,1
Slumdog Millionaire,2008,PG-13,120,Drama,8.0,84.0,Danny Boyle,Loveleen Tandan,798882,141319928,2
Black Swan,2010,R,108,Drama,8.0,79.0,Darren Aronofsky,Natalie Portman,699673,106954678,2
Tropa de Elite,2007,R,115,Action,8.0,33.0,José Padilha,Wagner Moura,98097,8060,3
The Avengers,2012,PG-13,143,Action,8.0,69.0,Joss Whedon,Robert Downey Jr.,1260806,623279547,3
Persepolis,2007,PG-13,96,Animation,8.0,90.0,Vincent Paronnaud,Marjane Satrapi,88656,4445756,3
Dallas Buyers Club,2013,R,117,Biography,8.0,80.0,Jean-Marc Vallée,Matthew McConaughey,441614,27298285,2
The Pursuit of Happyness,2006,G,117,Biography,8.0,64.0,Gabriele Muccino,Will Smith,448930,163566459,2
Blood Diamond,2006,R,143,Adventure,8.0,64.0,Edward Zwick,Leonardo DiCaprio,499439,57366262,3
The Bourne Ultimatum,2007,PG-13,115,Action,8.0,85.0,Paul Greengrass,Matt Damon,604694,227471070,3
Bin-jip,2004,G,88,Crime,8.0,72.0,Ki-duk Kim,Seung-Yun Lee,50610,238507,3
Sin City,2005,R,124,Crime,8.0,74.0,Frank Miller,Quentin Tarantino,738512,74103820,2
Le scaphandre et le papillon,2007,PG-13,112,Biography,8.0,92.0,Julian Schnabel,Laura Obiols,103284,5990075,2
Ratatouille,2007,G,111,Animation,8.0,96.0,Brad Bird,Jan Pinkava,641645,206445654,3
Casino Royale,2006,PG-13,144,Action,8.0,80.0,Martin Campbell,Daniel Craig,582239,167445960,3
Kill Bill: Vol. 2,2004,R,137,Action,8.0,83.0,Quentin Tarantino,Uma Thurman,683900,66208183,3
Bom Yeoareum Gaeul Gyeoul Geurigo Bom,2003,R,103,Drama,8.0,85.0,Ki-duk Kim,Ki-duk Kim,77520,2380788,2
Mar adentro,2014,G,126,Biography,8.0,74.0,Alejandro Amenábar,Javier Bardem,77554,2086345,2
Cinderella Man,2005,PG-13,144,Biography,8.0,69.0,Ron Howard,Russell Crowe,176151,61649911,3
Kal Ho Naa Ho,2003,G,186,Comedy,8.0,54.0,Nikkhil Advani,Preity Zinta,63460,1787378,3
Mou gaan dou,2002,PG-13,101,Action,8.0,75.0,Andrew Lau,Alan Mak,117857,169659,3
Pirates of the Caribbean: The Curse of the Black Pearl,2003,PG-13,143,Action,8.0,63.0,Gore Verbinski,Johnny Depp,1015122,305413918,3
Big Fish,2003,G,125,Adventure,8.0,58.0,Tim Burton,Ewan McGregor,415218,66257002,3
The Incredibles,2004,G,115,Animation,8.0,90.0,Brad Bird,Craig T. Nelson,657047,261441092,3
Dogville,2003,R,178,Crime,8.0,60.0,Lars von Trier,Nicole Kidman,137963,1530386,2
Donnie Darko,2001,R,113,Drama,8.0,88.0,Richard Kelly,Jake Gyllenhaal,740086,1480006,3
